"","country_name","year","age","age_sum"
"1","Pakistan",1992,0,4720825
"2","Pakistan",1992,1,4442825
"3","Pakistan",1992,2,4272865
"4","Pakistan",1992,3,4149250
"5","Pakistan",1992,4,4044129
"6","Pakistan",1992,5,3917169
"7","Pakistan",1992,6,3757978
"8","Pakistan",1992,7,3612955
"9","Pakistan",1992,8,3463871
"10","Pakistan",1992,9,3327530
"11","Pakistan",1992,10,3199926
"12","Pakistan",1992,11,3038159
"13","Pakistan",1992,12,2966804
"14","Pakistan",1992,13,2870321
"15","Pakistan",1992,14,2758533
"16","Pakistan",1992,15,2653608
"17","Pakistan",1992,16,2560948
"18","Pakistan",1992,17,2477896
"19","Pakistan",1992,18,2404620
"20","Pakistan",1992,19,2341225
"21","Pakistan",1992,20,2287354
"22","Pakistan",1992,21,2256744
"23","Pakistan",1992,22,2225171
"24","Pakistan",1992,23,2179599
"25","Pakistan",1992,24,2111690
"26","Pakistan",1992,25,2027529
"27","Pakistan",1992,26,1941545
"28","Pakistan",1992,27,1863156
"29","Pakistan",1992,28,1790977
"30","Pakistan",1992,29,1728126
"31","Pakistan",1992,30,1673041
"32","Pakistan",1992,31,1619903
"33","Pakistan",1992,32,1566595
"34","Pakistan",1992,33,1509343
"35","Pakistan",1992,34,1446039
"36","Pakistan",1992,35,1379436
"37","Pakistan",1992,36,1313874
"38","Pakistan",1992,37,1252430
"39","Pakistan",1992,38,1191289
"40","Pakistan",1992,39,1130527
"41","Pakistan",1992,40,1072315
"42","Pakistan",1992,41,1012221
"43","Pakistan",1992,42,955486
"44","Pakistan",1992,43,910847
"45","Pakistan",1992,44,881664
"46","Pakistan",1992,45,864694
"47","Pakistan",1992,46,851587
"48","Pakistan",1992,47,837452
"49","Pakistan",1992,48,822974
"50","Pakistan",1992,49,805962
"51","Pakistan",1992,50,787279
"52","Pakistan",1992,51,768817
"53","Pakistan",1992,52,751038
"54","Pakistan",1992,53,731505
"55","Pakistan",1992,54,709443
"56","Pakistan",1992,55,685720
"57","Pakistan",1992,56,661201
"58","Pakistan",1992,57,636599
"59","Pakistan",1992,58,611282
"60","Pakistan",1992,59,585226
"61","Pakistan",1992,60,558952
"62","Pakistan",1992,61,531854
"63","Pakistan",1992,62,505272
"64","Pakistan",1992,63,481262
"65","Pakistan",1992,64,460650
"66","Pakistan",1992,65,442513
"67","Pakistan",1992,66,424476
"68","Pakistan",1992,67,405586
"69","Pakistan",1992,68,386661
"70","Pakistan",1992,69,367413
"71","Pakistan",1992,70,347720
"72","Pakistan",1992,71,327667
"73","Pakistan",1992,72,306821
"74","Pakistan",1992,73,284240
"75","Pakistan",1992,74,259750
"76","Pakistan",1992,75,234139
"77","Pakistan",1992,76,208989
"78","Pakistan",1992,77,184589
"79","Pakistan",1992,78,160123
"80","Pakistan",1992,79,135847
"81","Pakistan",1992,80,112962
"82","Pakistan",1992,81,92289
"83","Pakistan",1992,82,74203
"84","Pakistan",1992,83,58955
"85","Pakistan",1992,84,46456
"86","Pakistan",1992,85,36499
"87","Pakistan",1992,86,29436
"88","Pakistan",1992,87,22458
"89","Pakistan",1992,88,16762
"90","Pakistan",1992,89,12234
"91","Pakistan",1992,90,8711
"92","Pakistan",1992,91,6052
"93","Pakistan",1992,92,4096
"94","Pakistan",1992,93,2702
"95","Pakistan",1992,94,1734
"96","Pakistan",1992,95,1078
"97","Pakistan",1992,96,650
"98","Pakistan",1992,97,383
"99","Pakistan",1992,98,215
"100","Pakistan",1992,99,121
"101","Pakistan",1992,100,130
"102","Pakistan",1993,0,4751855
"103","Pakistan",1993,1,4461337
"104","Pakistan",1993,2,4313563
"105","Pakistan",1993,3,4195348
"106","Pakistan",1993,4,4093697
"107","Pakistan",1993,5,3999518
"108","Pakistan",1993,6,3877245
"109","Pakistan",1993,7,3722185
"110","Pakistan",1993,8,3577790
"111","Pakistan",1993,9,3432998
"112","Pakistan",1993,10,3298693
"113","Pakistan",1993,11,3173115
"114","Pakistan",1993,12,3010202
"115","Pakistan",1993,13,2939356
"116","Pakistan",1993,14,2843539
"117","Pakistan",1993,15,2731725
"118","Pakistan",1993,16,2626576
"119","Pakistan",1993,17,2534066
"120","Pakistan",1993,18,2451278
"121","Pakistan",1993,19,2378470
"122","Pakistan",1993,20,2313259
"123","Pakistan",1993,21,2257729
"124","Pakistan",1993,22,2227496
"125","Pakistan",1993,23,2196354
"126","Pakistan",1993,24,2151328
"127","Pakistan",1993,25,2083584
"128","Pakistan",1993,26,1999706
"129","Pakistan",1993,27,1914478
"130","Pakistan",1993,28,1836764
"131","Pakistan",1993,29,1765171
"132","Pakistan",1993,30,1704453
"133","Pakistan",1993,31,1651315
"134","Pakistan",1993,32,1598595
"135","Pakistan",1993,33,1545693
"136","Pakistan",1993,34,1488857
"137","Pakistan",1993,35,1426812
"138","Pakistan",1993,36,1361414
"139","Pakistan",1993,37,1296267
"140","Pakistan",1993,38,1235206
"141","Pakistan",1993,39,1174431
"142","Pakistan",1993,40,1114716
"143","Pakistan",1993,41,1057484
"144","Pakistan",1993,42,997739
"145","Pakistan",1993,43,941352
"146","Pakistan",1993,44,897007
"147","Pakistan",1993,45,868470
"148","Pakistan",1993,46,852029
"149","Pakistan",1993,47,838992
"150","Pakistan",1993,48,824896
"151","Pakistan",1993,49,810409
"152","Pakistan",1993,50,793635
"153","Pakistan",1993,51,775148
"154","Pakistan",1993,52,756622
"155","Pakistan",1993,53,738748
"156","Pakistan",1993,54,719113
"157","Pakistan",1993,55,697151
"158","Pakistan",1993,56,673501
"159","Pakistan",1993,57,648838
"160","Pakistan",1993,58,624050
"161","Pakistan",1993,59,598509
"162","Pakistan",1993,60,572271
"163","Pakistan",1993,61,545790
"164","Pakistan",1993,62,518431
"165","Pakistan",1993,63,491590
"166","Pakistan",1993,64,467275
"167","Pakistan",1993,65,446333
"168","Pakistan",1993,66,427763
"169","Pakistan",1993,67,409188
"170","Pakistan",1993,68,389721
"171","Pakistan",1993,69,370160
"172","Pakistan",1993,70,350350
"173","Pakistan",1993,71,330087
"174","Pakistan",1993,72,309403
"175","Pakistan",1993,73,288003
"176","Pakistan",1993,74,265052
"177","Pakistan",1993,75,240464
"178","Pakistan",1993,76,214999
"179","Pakistan",1993,77,190148
"180","Pakistan",1993,78,166208
"181","Pakistan",1993,79,142487
"182","Pakistan",1993,80,119618
"183","Pakistan",1993,81,98397
"184","Pakistan",1993,82,79289
"185","Pakistan",1993,83,62799
"186","Pakistan",1993,84,49098
"187","Pakistan",1993,85,38058
"188","Pakistan",1993,86,29460
"189","Pakistan",1993,87,23316
"190","Pakistan",1993,88,17421
"191","Pakistan",1993,89,12720
"192","Pakistan",1993,90,9071
"193","Pakistan",1993,91,6304
"194","Pakistan",1993,92,4267
"195","Pakistan",1993,93,2815
"196","Pakistan",1993,94,1805
"197","Pakistan",1993,95,1128
"198","Pakistan",1993,96,679
"199","Pakistan",1993,97,399
"200","Pakistan",1993,98,228
"201","Pakistan",1993,99,123
"202","Pakistan",1993,100,137
"203","Pakistan",1994,0,4763402
"204","Pakistan",1994,1,4515643
"205","Pakistan",1994,2,4358588
"206","Pakistan",1994,3,4256363
"207","Pakistan",1994,4,4158638
"208","Pakistan",1994,5,4066585
"209","Pakistan",1994,6,3977088
"210","Pakistan",1994,7,3857296
"211","Pakistan",1994,8,3704365
"212","Pakistan",1994,9,3560623
"213","Pakistan",1994,10,3418124
"214","Pakistan",1994,11,3285210
"215","Pakistan",1994,12,3160144
"216","Pakistan",1994,13,2996828
"217","Pakistan",1994,14,2926031
"218","Pakistan",1994,15,2829979
"219","Pakistan",1994,16,2717643
"220","Pakistan",1994,17,2612402
"221","Pakistan",1994,18,2519853
"222","Pakistan",1994,19,2437133
"223","Pakistan",1994,20,2362988
"224","Pakistan",1994,21,2295496
"225","Pakistan",1994,22,2240102
"226","Pakistan",1994,23,2209959
"227","Pakistan",1994,24,2178965
"228","Pakistan",1994,25,2133847
"229","Pakistan",1994,26,2065893
"230","Pakistan",1994,27,1982374
"231","Pakistan",1994,28,1897475
"232","Pakistan",1994,29,1820028
"233","Pakistan",1994,30,1749659
"234","Pakistan",1994,31,1690761
"235","Pakistan",1994,32,1637775
"236","Pakistan",1994,33,1585210
"237","Pakistan",1994,34,1532468
"238","Pakistan",1994,35,1476311
"239","Pakistan",1994,36,1415283
"240","Pakistan",1994,37,1350075
"241","Pakistan",1994,38,1285100
"242","Pakistan",1994,39,1224181
"243","Pakistan",1994,40,1163964
"244","Pakistan",1994,41,1105073
"245","Pakistan",1994,42,1047969
"246","Pakistan",1994,43,988386
"247","Pakistan",1994,44,932161
"248","Pakistan",1994,45,888191
"249","Pakistan",1994,46,860109
"250","Pakistan",1994,47,843592
"251","Pakistan",1994,48,830425
"252","Pakistan",1994,49,816165
"253","Pakistan",1994,50,801634
"254","Pakistan",1994,51,784907
"255","Pakistan",1994,52,766204
"256","Pakistan",1994,53,747440
"257","Pakistan",1994,54,729311
"258","Pakistan",1994,55,709537
"259","Pakistan",1994,56,687513
"260","Pakistan",1994,57,663577
"261","Pakistan",1994,58,638598
"262","Pakistan",1994,59,613448
"263","Pakistan",1994,60,587557
"264","Pakistan",1994,61,560984
"265","Pakistan",1994,62,534098
"266","Pakistan",1994,63,506362
"267","Pakistan",1994,64,479152
"268","Pakistan",1994,65,454455
"269","Pakistan",1994,66,433051
"270","Pakistan",1994,67,413853
"271","Pakistan",1994,68,394585
"272","Pakistan",1994,69,374395
"273","Pakistan",1994,70,354138
"274","Pakistan",1994,71,333662
"275","Pakistan",1994,72,312674
"276","Pakistan",1994,73,291322
"277","Pakistan",1994,74,269370
"278","Pakistan",1994,75,246089
"279","Pakistan",1994,76,221445
"280","Pakistan",1994,77,196164
"281","Pakistan",1994,78,171680
"282","Pakistan",1994,79,148296
"283","Pakistan",1994,80,125815
"284","Pakistan",1994,81,104525
"285","Pakistan",1994,82,84811
"286","Pakistan",1994,83,67333
"287","Pakistan",1994,84,52477
"288","Pakistan",1994,85,40363
"289","Pakistan",1994,86,30750
"290","Pakistan",1994,87,23335
"291","Pakistan",1994,88,18101
"292","Pakistan",1994,89,13232
"293","Pakistan",1994,90,9437
"294","Pakistan",1994,91,6570
"295","Pakistan",1994,92,4450
"296","Pakistan",1994,93,2934
"297","Pakistan",1994,94,1882
"298","Pakistan",1994,95,1175
"299","Pakistan",1994,96,712
"300","Pakistan",1994,97,417
"301","Pakistan",1994,98,237
"302","Pakistan",1994,99,132
"303","Pakistan",1994,100,141
"304","Pakistan",1995,0,4803395
"305","Pakistan",1995,1,4543325
"306","Pakistan",1995,2,4419963
"307","Pakistan",1995,3,4309992
"308","Pakistan",1995,4,4226245
"309","Pakistan",1995,5,4137681
"310","Pakistan",1995,6,4049827
"311","Pakistan",1995,7,3962796
"312","Pakistan",1995,8,3844505
"313","Pakistan",1995,9,3692855
"314","Pakistan",1995,10,3549827
"315","Pakistan",1995,11,3408812
"316","Pakistan",1995,12,3276195
"317","Pakistan",1995,13,3151338
"318","Pakistan",1995,14,2987735
"319","Pakistan",1995,15,2916617
"320","Pakistan",1995,16,2820120
"321","Pakistan",1995,17,2707634
"322","Pakistan",1995,18,2602295
"323","Pakistan",1995,19,2509727
"324","Pakistan",1995,20,2426182
"325","Pakistan",1995,21,2350564
"326","Pakistan",1995,22,2283093
"327","Pakistan",1995,23,2227780
"328","Pakistan",1995,24,2197698
"329","Pakistan",1995,25,2166632
"330","Pakistan",1995,26,2121349
"331","Pakistan",1995,27,2053602
"332","Pakistan",1995,28,1970299
"333","Pakistan",1995,29,1885587
"334","Pakistan",1995,30,1808854
"335","Pakistan",1995,31,1739610
"336","Pakistan",1995,32,1680809
"337","Pakistan",1995,33,1627910
"338","Pakistan",1995,34,1575437
"339","Pakistan",1995,35,1523082
"340","Pakistan",1995,36,1467537
"341","Pakistan",1995,37,1406617
"342","Pakistan",1995,38,1341512
"343","Pakistan",1995,39,1276624
"344","Pakistan",1995,40,1216004
"345","Pakistan",1995,41,1156271
"346","Pakistan",1995,42,1097445
"347","Pakistan",1995,43,1040421
"348","Pakistan",1995,44,980953
"349","Pakistan",1995,45,924991
"350","Pakistan",1995,46,881334
"351","Pakistan",1995,47,853198
"352","Pakistan",1995,48,836522
"353","Pakistan",1995,49,823134
"354","Pakistan",1995,50,808709
"355","Pakistan",1995,51,794059
"356","Pakistan",1995,52,777048
"357","Pakistan",1995,53,758066
"358","Pakistan",1995,54,739012
"359","Pakistan",1995,55,720638
"360","Pakistan",1995,56,700661
"361","Pakistan",1995,57,678295
"362","Pakistan",1995,58,653987
"363","Pakistan",1995,59,628602
"364","Pakistan",1995,60,603031
"365","Pakistan",1995,61,576722
"366","Pakistan",1995,62,549695
"367","Pakistan",1995,63,522370
"368","Pakistan",1995,64,494230
"369","Pakistan",1995,65,466644
"370","Pakistan",1995,66,441515
"371","Pakistan",1995,67,419527
"372","Pakistan",1995,68,399621
"373","Pakistan",1995,69,379580
"374","Pakistan",1995,70,358643
"375","Pakistan",1995,71,337657
"376","Pakistan",1995,72,316417
"377","Pakistan",1995,73,294734
"378","Pakistan",1995,74,272780
"379","Pakistan",1995,75,250366
"380","Pakistan",1995,76,226854
"381","Pakistan",1995,77,202242
"382","Pakistan",1995,78,177276
"383","Pakistan",1995,79,153303
"384","Pakistan",1995,80,131067
"385","Pakistan",1995,81,110065
"386","Pakistan",1995,82,90210
"387","Pakistan",1995,83,72121
"388","Pakistan",1995,84,56348
"389","Pakistan",1995,85,43170
"390","Pakistan",1995,86,32635
"391","Pakistan",1995,87,24382
"392","Pakistan",1995,88,18119
"393","Pakistan",1995,89,13758
"394","Pakistan",1995,90,9825
"395","Pakistan",1995,91,6840
"396","Pakistan",1995,92,4640
"397","Pakistan",1995,93,3064
"398","Pakistan",1995,94,1964
"399","Pakistan",1995,95,1225
"400","Pakistan",1995,96,741
"401","Pakistan",1995,97,439
"402","Pakistan",1995,98,248
"403","Pakistan",1995,99,137
"404","Pakistan",1995,100,149
"405","Pakistan",1996,0,4836712
"406","Pakistan",1996,1,4597840
"407","Pakistan",1996,2,4461256
"408","Pakistan",1996,3,4380086
"409","Pakistan",1996,4,4287977
"410","Pakistan",1996,5,4212804
"411","Pakistan",1996,6,4128072
"412","Pakistan",1996,7,4042445
"413","Pakistan",1996,8,3956783
"414","Pakistan",1996,9,3839414
"415","Pakistan",1996,10,3688497
"416","Pakistan",1996,11,3546162
"417","Pakistan",1996,12,3405205
"418","Pakistan",1996,13,3272607
"419","Pakistan",1996,14,3147634
"420","Pakistan",1996,15,2983861
"421","Pakistan",1996,16,2912220
"422","Pakistan",1996,17,2815383
"423","Pakistan",1996,18,2702669
"424","Pakistan",1996,19,2597198
"425","Pakistan",1996,20,2504012
"426","Pakistan",1996,21,2419489
"427","Pakistan",1996,22,2343738
"428","Pakistan",1996,23,2276204
"429","Pakistan",1996,24,2220885
"430","Pakistan",1996,25,2190682
"431","Pakistan",1996,26,2159441
"432","Pakistan",1996,27,2114170
"433","Pakistan",1996,28,2046451
"434","Pakistan",1996,29,1963171
"435","Pakistan",1996,30,1878821
"436","Pakistan",1996,31,1802658
"437","Pakistan",1996,32,1733420
"438","Pakistan",1996,33,1674610
"439","Pakistan",1996,34,1621713
"440","Pakistan",1996,35,1569422
"441","Pakistan",1996,36,1517357
"442","Pakistan",1996,37,1461811
"443","Pakistan",1996,38,1400882
"444","Pakistan",1996,39,1335764
"445","Pakistan",1996,40,1270997
"446","Pakistan",1996,41,1210578
"447","Pakistan",1996,42,1150821
"448","Pakistan",1996,43,1091991
"449","Pakistan",1996,44,1034982
"450","Pakistan",1996,45,975652
"451","Pakistan",1996,46,919873
"452","Pakistan",1996,47,876174
"453","Pakistan",1996,48,847878
"454","Pakistan",1996,49,830931
"455","Pakistan",1996,50,817273
"456","Pakistan",1996,51,802588
"457","Pakistan",1996,52,787573
"458","Pakistan",1996,53,770204
"459","Pakistan",1996,54,750877
"460","Pakistan",1996,55,731506
"461","Pakistan",1996,56,712806
"462","Pakistan",1996,57,692406
"463","Pakistan",1996,58,669592
"464","Pakistan",1996,59,644809
"465","Pakistan",1996,60,618933
"466","Pakistan",1996,61,592856
"467","Pakistan",1996,62,566024
"468","Pakistan",1996,63,538494
"469","Pakistan",1996,64,510691
"470","Pakistan",1996,65,482119
"471","Pakistan",1996,66,454097
"472","Pakistan",1996,67,428430
"473","Pakistan",1996,68,405764
"474","Pakistan",1996,69,385052
"475","Pakistan",1996,70,364186
"476","Pakistan",1996,71,342459
"477","Pakistan",1996,72,320673
"478","Pakistan",1996,73,298693
"479","Pakistan",1996,74,276367
"480","Pakistan",1996,75,253887
"481","Pakistan",1996,76,231101
"482","Pakistan",1996,77,207446
"483","Pakistan",1996,78,182989
"484","Pakistan",1996,79,158471
"485","Pakistan",1996,80,135657
"486","Pakistan",1996,81,114823
"487","Pakistan",1996,82,95131
"488","Pakistan",1996,83,76834
"489","Pakistan",1996,84,60458
"490","Pakistan",1996,85,46441
"491","Pakistan",1996,86,34933
"492","Pakistan",1996,87,25897
"493","Pakistan",1996,88,18948
"494","Pakistan",1996,89,13774
"495","Pakistan",1996,90,10225
"496","Pakistan",1996,91,7126
"497","Pakistan",1996,92,4836
"498","Pakistan",1996,93,3196
"499","Pakistan",1996,94,2052
"500","Pakistan",1996,95,1279
"501","Pakistan",1996,96,775
"502","Pakistan",1996,97,455
"503","Pakistan",1996,98,262
"504","Pakistan",1996,99,143
"505","Pakistan",1996,100,157
"506","Pakistan",1997,0,4867001
"507","Pakistan",1997,1,4631692
"508","Pakistan",1997,2,4513741
"509","Pakistan",1997,3,4417804
"510","Pakistan",1997,4,4353584
"511","Pakistan",1997,5,4270611
"512","Pakistan",1997,6,4198978
"513","Pakistan",1997,7,4116437
"514","Pakistan",1997,8,4032165
"515","Pakistan",1997,9,3947371
"516","Pakistan",1997,10,3831984
"517","Pakistan",1997,11,3681651
"518","Pakistan",1997,12,3539459
"519","Pakistan",1997,13,3398653
"520","Pakistan",1997,14,3266000
"521","Pakistan",1997,15,3140025
"522","Pakistan",1997,16,2975896
"523","Pakistan",1997,17,2903931
"524","Pakistan",1997,18,2806874
"525","Pakistan",1997,19,2694066
"526","Pakistan",1997,20,2584342
"527","Pakistan",1997,21,2490534
"528","Pakistan",1997,22,2405919
"529","Pakistan",1997,23,2330160
"530","Pakistan",1997,24,2262700
"531","Pakistan",1997,25,2206609
"532","Pakistan",1997,26,2176345
"533","Pakistan",1997,27,2145130
"534","Pakistan",1997,28,2099871
"535","Pakistan",1997,29,2032175
"536","Pakistan",1997,30,1951776
"537","Pakistan",1997,31,1867827
"538","Pakistan",1997,32,1791715
"539","Pakistan",1997,33,1722535
"540","Pakistan",1997,34,1663775
"541","Pakistan",1997,35,1612347
"542","Pakistan",1997,36,1560268
"543","Pakistan",1997,37,1508209
"544","Pakistan",1997,38,1452660
"545","Pakistan",1997,39,1391714
"546","Pakistan",1997,40,1327769
"547","Pakistan",1997,41,1263132
"548","Pakistan",1997,42,1202693
"549","Pakistan",1997,43,1142942
"550","Pakistan",1997,44,1084141
"551","Pakistan",1997,45,1027914
"552","Pakistan",1997,46,968729
"553","Pakistan",1997,47,912979
"554","Pakistan",1997,48,869217
"555","Pakistan",1997,49,840734
"556","Pakistan",1997,50,823938
"557","Pakistan",1997,51,809987
"558","Pakistan",1997,52,794946
"559","Pakistan",1997,53,779569
"560","Pakistan",1997,54,761856
"561","Pakistan",1997,55,742533
"562","Pakistan",1997,56,722838
"563","Pakistan",1997,57,703714
"564","Pakistan",1997,58,682849
"565","Pakistan",1997,59,659539
"566","Pakistan",1997,60,634354
"567","Pakistan",1997,61,607963
"568","Pakistan",1997,62,581352
"569","Pakistan",1997,63,554009
"570","Pakistan",1997,64,526001
"571","Pakistan",1997,65,497833
"572","Pakistan",1997,66,468832
"573","Pakistan",1997,67,440332
"574","Pakistan",1997,68,414086
"575","Pakistan",1997,69,390697
"576","Pakistan",1997,70,369333
"577","Pakistan",1997,71,347642
"578","Pakistan",1997,72,325130
"579","Pakistan",1997,73,302614
"580","Pakistan",1997,74,279989
"581","Pakistan",1997,75,257185
"582","Pakistan",1997,76,234309
"583","Pakistan",1997,77,211279
"584","Pakistan",1997,78,187636
"585","Pakistan",1997,79,163499
"586","Pakistan",1997,80,140200
"587","Pakistan",1997,81,118839
"588","Pakistan",1997,82,99241
"589","Pakistan",1997,83,81023
"590","Pakistan",1997,84,64407
"591","Pakistan",1997,85,49858
"592","Pakistan",1997,86,37611
"593","Pakistan",1997,87,27743
"594","Pakistan",1997,88,20142
"595","Pakistan",1997,89,14417
"596","Pakistan",1997,90,10238
"597","Pakistan",1997,91,7423
"598","Pakistan",1997,92,5042
"599","Pakistan",1997,93,3333
"600","Pakistan",1997,94,2144
"601","Pakistan",1997,95,1337
"602","Pakistan",1997,96,810
"603","Pakistan",1997,97,476
"604","Pakistan",1997,98,270
"605","Pakistan",1997,99,153
"606","Pakistan",1997,100,162
"607","Pakistan",1998,0,4877943
"608","Pakistan",1998,1,4666144
"609","Pakistan",1998,2,4549617
"610","Pakistan",1998,3,4469595
"611","Pakistan",1998,4,4390486
"612","Pakistan",1998,5,4334064
"613","Pakistan",1998,6,4255575
"614","Pakistan",1998,7,4185886
"615","Pakistan",1998,8,4104665
"616","Pakistan",1998,9,4021209
"617","Pakistan",1998,10,3937896
"618","Pakistan",1998,11,3824243
"619","Pakistan",1998,12,3674132
"620","Pakistan",1998,13,3531941
"621","Pakistan",1998,14,3391165
"622","Pakistan",1998,15,3257786
"623","Pakistan",1998,16,3130734
"624","Pakistan",1998,17,2966342
"625","Pakistan",1998,18,2894098
"626","Pakistan",1998,19,2796898
"627","Pakistan",1998,20,2681211
"628","Pakistan",1998,21,2567197
"629","Pakistan",1998,22,2473294
"630","Pakistan",1998,23,2388676
"631","Pakistan",1998,24,2313006
"632","Pakistan",1998,25,2245106
"633","Pakistan",1998,26,2188255
"634","Pakistan",1998,27,2158021
"635","Pakistan",1998,28,2126783
"636","Pakistan",1998,29,2081477
"637","Pakistan",1998,30,2015672
"638","Pakistan",1998,31,1938141
"639","Pakistan",1998,32,1854250
"640","Pakistan",1998,33,1778210
"641","Pakistan",1998,34,1709109
"642","Pakistan",1998,35,1651366
"643","Pakistan",1998,36,1601396
"644","Pakistan",1998,37,1549328
"645","Pakistan",1998,38,1497242
"646","Pakistan",1998,39,1441638
"647","Pakistan",1998,40,1381437
"648","Pakistan",1998,41,1318641
"649","Pakistan",1998,42,1253980
"650","Pakistan",1998,43,1193531
"651","Pakistan",1998,44,1133799
"652","Pakistan",1998,45,1075523
"653","Pakistan",1998,46,1020057
"654","Pakistan",1998,47,960900
"655","Pakistan",1998,48,905135
"656","Pakistan",1998,49,861263
"657","Pakistan",1998,50,832845
"658","Pakistan",1998,51,816156
"659","Pakistan",1998,52,801834
"660","Pakistan",1998,53,786428
"661","Pakistan",1998,54,770685
"662","Pakistan",1998,55,752847
"663","Pakistan",1998,56,733499
"664","Pakistan",1998,57,713391
"665","Pakistan",1998,58,693779
"666","Pakistan",1998,59,672386
"667","Pakistan",1998,60,648596
"668","Pakistan",1998,61,622962
"669","Pakistan",1998,62,596022
"670","Pakistan",1998,63,568878
"671","Pakistan",1998,64,541033
"672","Pakistan",1998,65,512612
"673","Pakistan",1998,66,484066
"674","Pakistan",1998,67,454583
"675","Pakistan",1998,68,425551
"676","Pakistan",1998,69,398666
"677","Pakistan",1998,70,374637
"678","Pakistan",1998,71,352602
"679","Pakistan",1998,72,330093
"680","Pakistan",1998,73,306856
"681","Pakistan",1998,74,283695
"682","Pakistan",1998,75,260563
"683","Pakistan",1998,76,237395
"684","Pakistan",1998,77,214244
"685","Pakistan",1998,78,191115
"686","Pakistan",1998,79,167638
"687","Pakistan",1998,80,144634
"688","Pakistan",1998,81,122858
"689","Pakistan",1998,82,102742
"690","Pakistan",1998,83,84551
"691","Pakistan",1998,84,67942
"692","Pakistan",1998,85,53116
"693","Pakistan",1998,86,40410
"694","Pakistan",1998,87,29894
"695","Pakistan",1998,88,21597
"696","Pakistan",1998,89,15339
"697","Pakistan",1998,90,10726
"698","Pakistan",1998,91,7433
"699","Pakistan",1998,92,5257
"700","Pakistan",1998,93,3478
"701","Pakistan",1998,94,2236
"702","Pakistan",1998,95,1398
"703","Pakistan",1998,96,847
"704","Pakistan",1998,97,499
"705","Pakistan",1998,98,284
"706","Pakistan",1998,99,156
"707","Pakistan",1998,100,172
"708","Pakistan",1999,0,4872141
"709","Pakistan",1999,1,4684946
"710","Pakistan",1999,2,4588625
"711","Pakistan",1999,3,4508462
"712","Pakistan",1999,4,4443952
"713","Pakistan",1999,5,4372879
"714","Pakistan",1999,6,4319907
"715","Pakistan",1999,7,4243739
"716","Pakistan",1999,8,4175163
"717","Pakistan",1999,9,4094744
"718","Pakistan",1999,10,4012795
"719","Pakistan",1999,11,3930726
"720","Pakistan",1999,12,3817196
"721","Pakistan",1999,13,3667162
"722","Pakistan",1999,14,3524858
"723","Pakistan",1999,15,3383412
"724","Pakistan",1999,16,3249228
"725","Pakistan",1999,17,3121925
"726","Pakistan",1999,18,2957323
"727","Pakistan",1999,19,2884863
"728","Pakistan",1999,20,2784561
"729","Pakistan",1999,21,2665960
"730","Pakistan",1999,22,2551864
"731","Pakistan",1999,23,2457966
"732","Pakistan",1999,24,2373455
"733","Pakistan",1999,25,2297338
"734","Pakistan",1999,26,2229011
"735","Pakistan",1999,27,2172259
"736","Pakistan",1999,28,2142001
"737","Pakistan",1999,29,2110677
"738","Pakistan",1999,30,2067305
"739","Pakistan",1999,31,2003374
"740","Pakistan",1999,32,1925874
"741","Pakistan",1999,33,1842065
"742","Pakistan",1999,34,1766122
"743","Pakistan",1999,35,1698124
"744","Pakistan",1999,36,1641389
"745","Pakistan",1999,37,1591420
"746","Pakistan",1999,38,1539318
"747","Pakistan",1999,39,1487152
"748","Pakistan",1999,40,1432296
"749","Pakistan",1999,41,1372812
"750","Pakistan",1999,42,1309961
"751","Pakistan",1999,43,1245288
"752","Pakistan",1999,44,1184847
"753","Pakistan",1999,45,1125653
"754","Pakistan",1999,46,1067890
"755","Pakistan",1999,47,1012407
"756","Pakistan",1999,48,953231
"757","Pakistan",1999,49,897402
"758","Pakistan",1999,50,853692
"759","Pakistan",1999,51,825300
"760","Pakistan",1999,52,808251
"761","Pakistan",1999,53,793549
"762","Pakistan",1999,54,777776
"763","Pakistan",1999,55,761906
"764","Pakistan",1999,56,743911
"765","Pakistan",1999,57,724143
"766","Pakistan",1999,58,703557
"767","Pakistan",1999,59,683388
"768","Pakistan",1999,60,661481
"769","Pakistan",1999,61,637164
"770","Pakistan",1999,62,610950
"771","Pakistan",1999,63,583462
"772","Pakistan",1999,64,555792
"773","Pakistan",1999,65,527517
"774","Pakistan",1999,66,498667
"775","Pakistan",1999,67,469591
"776","Pakistan",1999,68,439569
"777","Pakistan",1999,69,409943
"778","Pakistan",1999,70,382515
"779","Pakistan",1999,71,357832
"780","Pakistan",1999,72,334961
"781","Pakistan",1999,73,311693
"782","Pakistan",1999,74,287821
"783","Pakistan",1999,75,264155
"784","Pakistan",1999,76,240628
"785","Pakistan",1999,77,217169
"786","Pakistan",1999,78,193881
"787","Pakistan",1999,79,170808
"788","Pakistan",1999,80,148369
"789","Pakistan",1999,81,126822
"790","Pakistan",1999,82,106290
"791","Pakistan",1999,83,87597
"792","Pakistan",1999,84,70959
"793","Pakistan",1999,85,56088
"794","Pakistan",1999,86,43081
"795","Pakistan",1999,87,32148
"796","Pakistan",1999,88,23290
"797","Pakistan",1999,89,16461
"798","Pakistan",1999,90,11421
"799","Pakistan",1999,91,7795
"800","Pakistan",1999,92,5265
"801","Pakistan",1999,93,3629
"802","Pakistan",1999,94,2336
"803","Pakistan",1999,95,1459
